word,freq_2025,freq_1998,rel_2025,rel_1998,rel_diff
[大兴,0,1,0.00000000,0.00000163,-0.00000163
19980110-03-002-002,0,1,0.00000000,0.00000163,-0.00000163
国治,0,1,0.00000000,0.00000163,-0.00000163
挺起,0,1,0.00000000,0.00000163,-0.00000163
载文,0,1,0.00000000,0.00000163,-0.00000163
柏龄,0,1,0.00000000,0.00000163,-0.00000163
福音,0,1,0.00000000,0.00000163,-0.00000163
19980121-12-010-002,0,1,0.00000000,0.00000163,-0.00000163
19980110-03-013-001,0,1,0.00000000,0.00000163,-0.00000163
防涝,0,1,0.00000000,0.00000163,-0.00000163
钻牛角尖,0,1,0.00000000,0.00000163,-0.00000163
19980121-02-018-001,0,1,0.00000000,0.00000163,-0.00000163
19980128-03-003-003,0,1,0.00000000,0.00000163,-0.00000163
雁城,0,1,0.00000000,0.00000163,-0.00000163
预算内外,0,1,0.00000000,0.00000163,-0.00000163
19980119-02-012-017,0,1,0.00000000,0.00000163,-0.00000163
慧明,0,1,0.00000000,0.00000163,-0.00000163
８４．３８,0,1,0.00000000,0.00000163,-0.00000163
青长,0,1,0.00000000,0.00000163,-0.00000163
毁版,0,1,0.00000000,0.00000163,-0.00000163
19980110-06-002-042,0,1,0.00000000,0.00000163,-0.00000163
19980120-01-010-004,0,1,0.00000000,0.00000163,-0.00000163
振明,0,1,0.00000000,0.00000163,-0.00000163
光天化日,0,1,0.00000000,0.00000163,-0.00000163
通榆县,0,1,0.00000000,0.00000163,-0.00000163
战犯,0,1,0.00000000,0.00000163,-0.00000163
肝胆相照,0,1,0.00000000,0.00000163,-0.00000163
２７５０,0,1,0.00000000,0.00000163,-0.00000163
荣欣,0,1,0.00000000,0.00000163,-0.00000163
毓庆,0,1,0.00000000,0.00000163,-0.00000163
桃溪镇,0,1,0.00000000,0.00000163,-0.00000163
19980106-11-004-008,0,1,0.00000000,0.00000163,-0.00000163
满腹,0,1,0.00000000,0.00000163,-0.00000163
19980106-06-012-008,0,1,0.00000000,0.00000163,-0.00000163
数点,0,1,0.00000000,0.00000163,-0.00000163
福林,0,1,0.00000000,0.00000163,-0.00000163
阿里安—５,0,1,0.00000000,0.00000163,-0.00000163
核查队,0,1,0.00000000,0.00000163,-0.00000163
19980123-06-016-001,0,1,0.00000000,0.00000163,-0.00000163
２７．,0,1,0.00000000,0.00000163,-0.00000163
19980114-12-001-001,0,1,0.00000000,0.00000163,-0.00000163
19980116-06-010-005,0,1,0.00000000,0.00000163,-0.00000163
伴儿,0,1,0.00000000,0.00000163,-0.00000163
查结率,0,1,0.00000000,0.00000163,-0.00000163
实达,0,1,0.00000000,0.00000163,-0.00000163
19980120-06-011-010,0,1,0.00000000,0.00000163,-0.00000163
ＪＦＢ－１２,0,1,0.00000000,0.00000163,-0.00000163
甚笃,0,1,0.00000000,0.00000163,-0.00000163
19980108-06-007-004,0,1,0.00000000,0.00000163,-0.00000163
19980125-02-005-010,0,1,0.00000000,0.00000163,-0.00000163
石料,0,1,0.00000000,0.00000163,-0.00000163
浴室,0,1,0.00000000,0.00000163,-0.00000163
报酬率,0,1,0.00000000,0.00000163,-0.00000163
道青,0,1,0.00000000,0.00000163,-0.00000163
硬盘,0,1,0.00000000,0.00000163,-0.00000163
厚坤,0,1,0.00000000,0.00000163,-0.00000163
19980108-06-010-005,0,1,0.00000000,0.00000163,-0.00000163
19980118-04-004-005,0,1,0.00000000,0.00000163,-0.00000163
19980112-01-004-008,0,1,0.00000000,0.00000163,-0.00000163
剂型,0,1,0.00000000,0.00000163,-0.00000163
19980109-12-001-008,0,1,0.00000000,0.00000163,-0.00000163
[张店,0,1,0.00000000,0.00000163,-0.00000163
右下,0,1,0.00000000,0.00000163,-0.00000163
连铮,0,1,0.00000000,0.00000163,-0.00000163
19980105-12-006-004,0,1,0.00000000,0.00000163,-0.00000163
19980125-12-007-015,0,1,0.00000000,0.00000163,-0.00000163
孝敬乡,0,1,0.00000000,0.00000163,-0.00000163
３１３．５０,0,1,0.00000000,0.00000163,-0.00000163
19980102-03-001-005,0,1,0.00000000,0.00000163,-0.00000163
文韬武略,0,1,0.00000000,0.00000163,-0.00000163
19980119-09-001-003,0,1,0.00000000,0.00000163,-0.00000163
老萧,0,1,0.00000000,0.00000163,-0.00000163
呼之欲出,0,1,0.00000000,0.00000163,-0.00000163
19980125-10-005-014,0,1,0.00000000,0.00000163,-0.00000163
19980128-02-008-001,0,1,0.00000000,0.00000163,-0.00000163
房改办,0,1,0.00000000,0.00000163,-0.00000163
扬蒙,0,1,0.00000000,0.00000163,-0.00000163
太铁,0,1,0.00000000,0.00000163,-0.00000163
19980109-12-004-001,0,1,0.00000000,0.00000163,-0.00000163
下集,0,1,0.00000000,0.00000163,-0.00000163
19980108-07-003-010,0,1,0.00000000,0.00000163,-0.00000163
19980119-01-004-032,0,1,0.00000000,0.00000163,-0.00000163
阳婷,0,1,0.00000000,0.00000163,-0.00000163
19980109-01-006-006,0,1,0.00000000,0.00000163,-0.00000163
布尔加克,0,1,0.00000000,0.00000163,-0.00000163
笼舍,0,1,0.00000000,0.00000163,-0.00000163
19980112-08-008-002,0,1,0.00000000,0.00000163,-0.00000163
德州,0,1,0.00000000,0.00000163,-0.00000163
19980130-02-011-004,0,1,0.00000000,0.00000163,-0.00000163
19980106-09-005-007,0,1,0.00000000,0.00000163,-0.00000163
六机部,0,1,0.00000000,0.00000163,-0.00000163
喜马拉雅,0,1,0.00000000,0.00000163,-0.00000163
特务,0,1,0.00000000,0.00000163,-0.00000163
19980127-06-011-004,0,1,0.00000000,0.00000163,-0.00000163
深信不疑,0,1,0.00000000,0.00000163,-0.00000163
有生之年,0,1,0.00000000,0.00000163,-0.00000163
[河北梆子,0,1,0.00000000,0.00000163,-0.00000163
19980110-01-001-003,0,1,0.00000000,0.00000163,-0.00000163
19980114-02-005-062,0,1,0.00000000,0.00000163,-0.00000163
艺龄,0,1,0.00000000,0.00000163,-0.00000163
19980113-12-005-007,0,1,0.00000000,0.00000163,-0.00000163
19980114-01-001-006,0,1,0.00000000,0.00000163,-0.00000163
解析数论,0,1,0.00000000,0.00000163,-0.00000163
19980109-01-007-004,0,1,0.00000000,0.00000163,-0.00000163
19980130-02-002-008,0,1,0.00000000,0.00000163,-0.00000163
伪证,0,1,0.00000000,0.00000163,-0.00000163
19980123-07-004-011,0,1,0.00000000,0.00000163,-0.00000163
接用,0,1,0.00000000,0.00000163,-0.00000163
４４６０．２８,0,1,0.00000000,0.00000163,-0.00000163
19980115-11-002-003,0,1,0.00000000,0.00000163,-0.00000163
固体潮,0,1,0.00000000,0.00000163,-0.00000163
19980119-05-004-001,0,1,0.00000000,0.00000163,-0.00000163
跌进,0,1,0.00000000,0.00000163,-0.00000163
丰润县,0,1,0.00000000,0.00000163,-0.00000163
起诉科,0,1,0.00000000,0.00000163,-0.00000163
大棉,0,1,0.00000000,0.00000163,-0.00000163
19980112-10-001-006,0,1,0.00000000,0.00000163,-0.00000163
效益化,0,1,0.00000000,0.00000163,-0.00000163
19980127-02-013-003,0,1,0.00000000,0.00000163,-0.00000163
19980127-06-006-001,0,1,0.00000000,0.00000163,-0.00000163
快棋,0,1,0.00000000,0.00000163,-0.00000163
19980127-10-002-009,0,1,0.00000000,0.00000163,-0.00000163
平素,0,1,0.00000000,0.00000163,-0.00000163
君石,0,1,0.00000000,0.00000163,-0.00000163
觉民,0,1,0.00000000,0.00000163,-0.00000163
低分子化,0,1,0.00000000,0.00000163,-0.00000163
开航,0,1,0.00000000,0.00000163,-0.00000163
渗灌,0,1,0.00000000,0.00000163,-0.00000163
润泽,0,1,0.00000000,0.00000163,-0.00000163
19980115-11-005-007,0,1,0.00000000,0.00000163,-0.00000163
前兆,0,1,0.00000000,0.00000163,-0.00000163
19980131-02-004-002,0,1,0.00000000,0.00000163,-0.00000163
19980123-12-001-058,0,1,0.00000000,0.00000163,-0.00000163
19980115-06-010-005,0,1,0.00000000,0.00000163,-0.00000163
查禁,0,1,0.00000000,0.00000163,-0.00000163
19980107-09-005-005,0,1,0.00000000,0.00000163,-0.00000163
[学习,0,1,0.00000000,0.00000163,-0.00000163
９５５万,0,1,0.00000000,0.00000163,-0.00000163
日出而作,0,1,0.00000000,0.00000163,-0.00000163
４８．７７％,0,1,0.00000000,0.00000163,-0.00000163
松下幸之助,0,1,0.00000000,0.00000163,-0.00000163
７３亿,0,1,0.00000000,0.00000163,-0.00000163
19980116-12-002-003,0,1,0.00000000,0.00000163,-0.00000163
久拖不决,0,1,0.00000000,0.00000163,-0.00000163
19980113-02-003-030,0,1,0.00000000,0.00000163,-0.00000163
瓦茨拉夫·哈韦尔,0,1,0.00000000,0.00000163,-0.00000163
19980124-11-001-021,0,1,0.00000000,0.00000163,-0.00000163
豫园,0,1,0.00000000,0.00000163,-0.00000163
19980125-12-006-001,0,1,0.00000000,0.00000163,-0.00000163
高头大马,0,1,0.00000000,0.00000163,-0.00000163
19980126-12-002-003,0,1,0.00000000,0.00000163,-0.00000163
19980127-03-003-007,0,1,0.00000000,0.00000163,-0.00000163
７６∶６５,0,1,0.00000000,0.00000163,-0.00000163
19980113-01-006-005,0,1,0.00000000,0.00000163,-0.00000163
统揽,0,1,0.00000000,0.00000163,-0.00000163
19980125-03-005-006,0,1,0.00000000,0.00000163,-0.00000163
弗朗切斯科·弗朗兰利,0,1,0.00000000,0.00000163,-0.00000163
帕巴荣·卡拉耶,0,1,0.00000000,0.00000163,-0.00000163
２６．２％,0,1,0.00000000,0.00000163,-0.00000163
献词,0,1,0.00000000,0.00000163,-0.00000163
19980119-01-004-046,0,1,0.00000000,0.00000163,-0.00000163
19980127-06-005-006,0,1,0.00000000,0.00000163,-0.00000163
19980113-06-001-001,0,1,0.00000000,0.00000163,-0.00000163
案子,0,1,0.00000000,0.00000163,-0.00000163
清凉,0,1,0.00000000,0.00000163,-0.00000163
19980109-02-005-001,0,1,0.00000000,0.00000163,-0.00000163
求情,0,1,0.00000000,0.00000163,-0.00000163
19980114-07-009-001,0,1,0.00000000,0.00000163,-0.00000163
闭幕式,0,1,0.00000000,0.00000163,-0.00000163
不索何获,0,1,0.00000000,0.00000163,-0.00000163
19980102-01-005-005,0,1,0.00000000,0.00000163,-0.00000163
急先锋,0,1,0.00000000,0.00000163,-0.00000163
19980130-01-007-005,0,1,0.00000000,0.00000163,-0.00000163
19980126-01-002-001,0,1,0.00000000,0.00000163,-0.00000163
花旦,0,1,0.00000000,0.00000163,-0.00000163
Ｍｏｄｅｍ,0,1,0.00000000,0.00000163,-0.00000163
尾矿,0,1,0.00000000,0.00000163,-0.00000163
合眼,0,1,0.00000000,0.00000163,-0.00000163
遗弃物,0,1,0.00000000,0.00000163,-0.00000163
19980106-04-003-003,0,1,0.00000000,0.00000163,-0.00000163
神经系统,0,1,0.00000000,0.00000163,-0.00000163
19980113-01-010-005,0,1,0.00000000,0.00000163,-0.00000163
19980120-01-012-002,0,1,0.00000000,0.00000163,-0.00000163
19980105-08-008-016,0,1,0.00000000,0.00000163,-0.00000163
19980105-01-002-011,0,1,0.00000000,0.00000163,-0.00000163
19980110-08-005-013,0,1,0.00000000,0.00000163,-0.00000163
19980112-10-010-001,0,1,0.00000000,0.00000163,-0.00000163
４５亿,0,1,0.00000000,0.00000163,-0.00000163
素可泰,0,1,0.00000000,0.00000163,-0.00000163
迎送,0,1,0.00000000,0.00000163,-0.00000163
使用证,0,1,0.00000000,0.00000163,-0.00000163
濠景艺,0,1,0.00000000,0.00000163,-0.00000163
19980115-07-004-007,0,1,0.00000000,0.00000163,-0.00000163
人杰地灵,0,1,0.00000000,0.00000163,-0.00000163
19980112-02-011-001,0,1,0.00000000,0.00000163,-0.00000163
19980112-11-003-015,0,1,0.00000000,0.00000163,-0.00000163
19980120-11-004-002,0,1,0.00000000,0.00000163,-0.00000163
祖庇,0,1,0.00000000,0.00000163,-0.00000163
19980102-04-001-006,0,1,0.00000000,0.00000163,-0.00000163
19980117-02-012-001,0,1,0.00000000,0.00000163,-0.00000163
19980127-09-001-021,0,1,0.00000000,0.00000163,-0.00000163
不可靠性,0,1,0.00000000,0.00000163,-0.00000163
19980102-02-009-004,0,1,0.00000000,0.00000163,-0.00000163
糯米,0,1,0.00000000,0.00000163,-0.00000163
19980110-08-003-005,0,1,0.00000000,0.00000163,-0.00000163
广宪,0,1,0.00000000,0.00000163,-0.00000163
19980114-03-002-008,0,1,0.00000000,0.00000163,-0.00000163
踩踏,0,1,0.00000000,0.00000163,-0.00000163
19980103-01-007-001,0,1,0.00000000,0.00000163,-0.00000163
19980115-09-003-003,0,1,0.00000000,0.00000163,-0.00000163
19980125-12-004-025,0,1,0.00000000,0.00000163,-0.00000163
19980116-05-002-005,0,1,0.00000000,0.00000163,-0.00000163
19980120-04-015-002,0,1,0.00000000,0.00000163,-0.00000163
伯华,0,1,0.00000000,0.00000163,-0.00000163
19980116-09-002-002,0,1,0.00000000,0.00000163,-0.00000163
感怀,0,1,0.00000000,0.00000163,-0.00000163
19980112-11-004-002,0,1,0.00000000,0.00000163,-0.00000163
夜大学,0,1,0.00000000,0.00000163,-0.00000163
19980125-11-008-005,0,1,0.00000000,0.00000163,-0.00000163
19980116-01-002-006,0,1,0.00000000,0.00000163,-0.00000163
孙德尔本斯,0,1,0.00000000,0.00000163,-0.00000163
19980123-02-005-006,0,1,0.00000000,0.00000163,-0.00000163
19980114-04-001-003,0,1,0.00000000,0.00000163,-0.00000163
加总,0,1,0.00000000,0.00000163,-0.00000163
挑毛病,0,1,0.00000000,0.00000163,-0.00000163
19980123-12-006-005,0,1,0.00000000,0.00000163,-0.00000163
19980124-12-004-011,0,1,0.00000000,0.00000163,-0.00000163
19980125-04-007-005,0,1,0.00000000,0.00000163,-0.00000163
国模,0,1,0.00000000,0.00000163,-0.00000163
２３．１％,0,1,0.00000000,0.00000163,-0.00000163
19980109-10-003-002,0,1,0.00000000,0.00000163,-0.00000163
克星,0,1,0.00000000,0.00000163,-0.00000163
19980127-11-008-001,0,1,0.00000000,0.00000163,-0.00000163
索非亚,0,1,0.00000000,0.00000163,-0.00000163
拖拖拉拉,0,1,0.00000000,0.00000163,-0.00000163
19980121-12-006-004,0,1,0.00000000,0.00000163,-0.00000163
及格率,0,1,0.00000000,0.00000163,-0.00000163
19980106-10-004-004,0,1,0.00000000,0.00000163,-0.00000163
锡蕾,0,1,0.00000000,0.00000163,-0.00000163
19980101-02-005-003,0,1,0.00000000,0.00000163,-0.00000163
第一百二十四,0,1,0.00000000,0.00000163,-0.00000163
国民性,0,1,0.00000000,0.00000163,-0.00000163
铁血,0,1,0.00000000,0.00000163,-0.00000163
19980103-01-002-011,0,1,0.00000000,0.00000163,-0.00000163
19980117-06-004-002,0,1,0.00000000,0.00000163,-0.00000163
19980112-01-007-005,0,1,0.00000000,0.00000163,-0.00000163
保命田,0,1,0.00000000,0.00000163,-0.00000163
19980125-09-001-007,0,1,0.00000000,0.00000163,-0.00000163
19980122-07-006-003,0,1,0.00000000,0.00000163,-0.00000163
19980119-10-010-003,0,1,0.00000000,0.00000163,-0.00000163
19980119-11-010-002,0,1,0.00000000,0.00000163,-0.00000163
星泽,0,1,0.00000000,0.00000163,-0.00000163
19980109-01-006-005,0,1,0.00000000,0.00000163,-0.00000163
一碧如洗,0,1,0.00000000,0.00000163,-0.00000163
凯利斯,0,1,0.00000000,0.00000163,-0.00000163
19980122-08-004-005,0,1,0.00000000,0.00000163,-0.00000163
县官,0,1,0.00000000,0.00000163,-0.00000163
军龄,0,1,0.00000000,0.00000163,-0.00000163
难舍难离,0,1,0.00000000,0.00000163,-0.00000163
缩微金报,0,1,0.00000000,0.00000163,-0.00000163
日隆,0,1,0.00000000,0.00000163,-0.00000163
19980127-06-011-005,0,1,0.00000000,0.00000163,-0.00000163
[知识,0,1,0.00000000,0.00000163,-0.00000163
明甫,0,1,0.00000000,0.00000163,-0.00000163
按需分配,0,1,0.00000000,0.00000163,-0.00000163
天金,0,1,0.00000000,0.00000163,-0.00000163
协作办,0,1,0.00000000,0.00000163,-0.00000163
无穷的,0,1,0.00000000,0.00000163,-0.00000163
19980127-05-002-043,0,1,0.00000000,0.00000163,-0.00000163
重灾县,0,1,0.00000000,0.00000163,-0.00000163
晴棠,0,1,0.00000000,0.00000163,-0.00000163
２１．５,0,1,0.00000000,0.00000163,-0.00000163
19980107-04-009-005,0,1,0.00000000,0.00000163,-0.00000163
凤霞,0,1,0.00000000,0.00000163,-0.00000163
19980124-01-004-003,0,1,0.00000000,0.00000163,-0.00000163
19980120-12-002-004,0,1,0.00000000,0.00000163,-0.00000163
缴付,0,1,0.00000000,0.00000163,-0.00000163
１２３,0,1,0.00000000,0.00000163,-0.00000163
铁厂,0,1,0.00000000,0.00000163,-0.00000163
生日卡,0,1,0.00000000,0.00000163,-0.00000163
19980113-07-001-012,0,1,0.00000000,0.00000163,-0.00000163
艺苑,0,1,0.00000000,0.00000163,-0.00000163
19980114-02-005-074,0,1,0.00000000,0.00000163,-0.00000163
渥京,0,1,0.00000000,0.00000163,-0.00000163
雪松,0,1,0.00000000,0.00000163,-0.00000163
19980104-01-001-003,0,1,0.00000000,0.00000163,-0.00000163
密报,0,1,0.00000000,0.00000163,-0.00000163
19980125-08-001-011,0,1,0.00000000,0.00000163,-0.00000163
绥阳,0,1,0.00000000,0.00000163,-0.00000163
19980120-04-001-003,0,1,0.00000000,0.00000163,-0.00000163
２５１４,0,1,0.00000000,0.00000163,-0.00000163
中学组,0,1,0.00000000,0.00000163,-0.00000163
沙窝集镇,0,1,0.00000000,0.00000163,-0.00000163
19980120-04-010-004,0,1,0.00000000,0.00000163,-0.00000163
19980106-06-013-001,0,1,0.00000000,0.00000163,-0.00000163
走弯路,0,1,0.00000000,0.00000163,-0.00000163
遵英,0,1,0.00000000,0.00000163,-0.00000163
19980124-03-001-040,0,1,0.00000000,0.00000163,-0.00000163
19980123-05-011-004,0,1,0.00000000,0.00000163,-0.00000163
光德,0,1,0.00000000,0.00000163,-0.00000163
19980126-12-003-013,0,1,0.00000000,0.00000163,-0.00000163
改革者,0,1,0.00000000,0.00000163,-0.00000163
19980106-11-009-006,0,1,0.00000000,0.00000163,-0.00000163
节流,0,1,0.00000000,0.00000163,-0.00000163
光国,0,1,0.00000000,0.00000163,-0.00000163
19980120-02-001-040,0,1,0.00000000,0.00000163,-0.00000163
丢人,0,1,0.00000000,0.00000163,-0.00000163
极点,0,1,0.00000000,0.00000163,-0.00000163
对弈,0,1,0.00000000,0.00000163,-0.00000163
19980131-02-006-002,0,1,0.00000000,0.00000163,-0.00000163
全训率,0,1,0.00000000,0.00000163,-0.00000163
19980119-09-001-019,0,1,0.00000000,0.00000163,-0.00000163
林学院,0,1,0.00000000,0.00000163,-0.00000163
创世,0,1,0.00000000,0.00000163,-0.00000163
三沿,0,1,0.00000000,0.00000163,-0.00000163
19980104-03-002-001,0,1,0.00000000,0.00000163,-0.00000163
河西区,0,1,0.00000000,0.00000163,-0.00000163
19980123-01-001-001,0,1,0.00000000,0.00000163,-0.00000163
19980128-02-004-008,0,1,0.00000000,0.00000163,-0.00000163
７·９５,0,1,0.00000000,0.00000163,-0.00000163
19980110-08-007-005,0,1,0.00000000,0.00000163,-0.00000163
亏本,0,1,0.00000000,0.00000163,-0.00000163
人迹,0,1,0.00000000,0.00000163,-0.00000163
19980107-05-006-016,0,1,0.00000000,0.00000163,-0.00000163
19980107-05-004-001,0,1,0.00000000,0.00000163,-0.00000163
19980127-02-023-001,0,1,0.00000000,0.00000163,-0.00000163
19980129-02-014-005,0,1,0.00000000,0.00000163,-0.00000163
乐书,0,1,0.00000000,0.00000163,-0.00000163
19980102-03-001-008,0,1,0.00000000,0.00000163,-0.00000163
天灯,0,1,0.00000000,0.00000163,-0.00000163
幼辉,0,1,0.00000000,0.00000163,-0.00000163
新名优,0,1,0.00000000,0.00000163,-0.00000163
曲比阿乌,0,1,0.00000000,0.00000163,-0.00000163
盛中,0,1,0.00000000,0.00000163,-0.00000163
持久性,0,1,0.00000000,0.00000163,-0.00000163
轻轻的,0,1,0.00000000,0.00000163,-0.00000163
19980105-12-008-001,0,1,0.00000000,0.00000163,-0.00000163
19980118-04-008-008,0,1,0.00000000,0.00000163,-0.00000163
宁家坡,0,1,0.00000000,0.00000163,-0.00000163
19980114-02-005-026,0,1,0.00000000,0.00000163,-0.00000163
19980129-03-010-003,0,1,0.00000000,0.00000163,-0.00000163
莒城,0,1,0.00000000,0.00000163,-0.00000163
２７．７万,0,1,0.00000000,0.00000163,-0.00000163
爱丽丝,0,1,0.00000000,0.00000163,-0.00000163
19980108-01-004-008,0,1,0.00000000,0.00000163,-0.00000163
食品袋,0,1,0.00000000,0.00000163,-0.00000163
[邯郸县,0,1,0.00000000,0.00000163,-0.00000163
双林寺,0,1,0.00000000,0.00000163,-0.00000163
19980111-03-001-004,0,1,0.00000000,0.00000163,-0.00000163
19980122-10-002-006,0,1,0.00000000,0.00000163,-0.00000163
19980113-03-004-007,0,1,0.00000000,0.00000163,-0.00000163
胃病,0,1,0.00000000,0.00000163,-0.00000163
该馆,0,1,0.00000000,0.00000163,-0.00000163
酒类,0,1,0.00000000,0.00000163,-0.00000163
冒牌货,0,1,0.00000000,0.00000163,-0.00000163
３１２５４,0,1,0.00000000,0.00000163,-0.00000163
实录,0,1,0.00000000,0.00000163,-0.00000163
19980123-06-009-003,0,1,0.00000000,0.00000163,-0.00000163
赌场,0,1,0.00000000,0.00000163,-0.00000163
军史馆,0,1,0.00000000,0.00000163,-0.00000163
２．９２万,0,1,0.00000000,0.00000163,-0.00000163
路易斯·弗里,0,1,0.00000000,0.00000163,-0.00000163
心浮气动,0,1,0.00000000,0.00000163,-0.00000163
19980122-01-003-003,0,1,0.00000000,0.00000163,-0.00000163
19980107-04-001-011,0,1,0.00000000,0.00000163,-0.00000163
19980120-12-002-003,0,1,0.00000000,0.00000163,-0.00000163
19980117-05-003-002,0,1,0.00000000,0.00000163,-0.00000163
19980107-04-001-008,0,1,0.00000000,0.00000163,-0.00000163
19980103-04-002-003,0,1,0.00000000,0.00000163,-0.00000163
19980112-11-002-009,0,1,0.00000000,0.00000163,-0.00000163
计划书,0,1,0.00000000,0.00000163,-0.00000163
19980101-07-002-040,0,1,0.00000000,0.00000163,-0.00000163
吉成,0,1,0.00000000,0.00000163,-0.00000163
19980109-12-001-006,0,1,0.00000000,0.00000163,-0.00000163
19980118-01-001-002,0,1,0.00000000,0.00000163,-0.00000163
日进斗金,0,1,0.00000000,0.00000163,-0.00000163
利斌,0,1,0.00000000,0.00000163,-0.00000163
达宁,0,1,0.00000000,0.00000163,-0.00000163
19980118-04-008-002,0,1,0.00000000,0.00000163,-0.00000163
锈病,0,1,0.00000000,0.00000163,-0.00000163
驻站,0,1,0.00000000,0.00000163,-0.00000163
喜好,0,1,0.00000000,0.00000163,-0.00000163
表面化,0,1,0.00000000,0.00000163,-0.00000163
19980114-06-003-003,0,1,0.00000000,0.00000163,-0.00000163
上冶镇,0,1,0.00000000,0.00000163,-0.00000163
19980118-04-008-003,0,1,0.00000000,0.00000163,-0.00000163
19980126-03-001-052,0,1,0.00000000,0.00000163,-0.00000163
19980124-07-008-009,0,1,0.00000000,0.00000163,-0.00000163
２２７０,0,1,0.00000000,0.00000163,-0.00000163
19980123-10-006-002,0,1,0.00000000,0.00000163,-0.00000163
19980104-02-011-002,0,1,0.00000000,0.00000163,-0.00000163
莲芰生烟,0,1,0.00000000,0.00000163,-0.00000163
占有者,0,1,0.00000000,0.00000163,-0.00000163
19980105-07-001-007,0,1,0.00000000,0.00000163,-0.00000163
19980122-07-002-010,0,1,0.00000000,0.00000163,-0.00000163
19980131-04-003-019,0,1,0.00000000,0.00000163,-0.00000163
九七年,0,1,0.00000000,0.00000163,-0.00000163
[军管会,0,1,0.00000000,0.00000163,-0.00000163
[黄粱梦,0,1,0.00000000,0.00000163,-0.00000163
冤枉钱,0,1,0.00000000,0.00000163,-0.00000163
19980116-09-001-004,0,1,0.00000000,0.00000163,-0.00000163
19980107-06-012-006,0,1,0.00000000,0.00000163,-0.00000163
19980112-10-014-003,0,1,0.00000000,0.00000163,-0.00000163
贴金,0,1,0.00000000,0.00000163,-0.00000163
抗旱剂,0,1,0.00000000,0.00000163,-0.00000163
米·科利姆,0,1,0.00000000,0.00000163,-0.00000163
19980112-01-001-006,0,1,0.00000000,0.00000163,-0.00000163
确乎,0,1,0.00000000,0.00000163,-0.00000163
西南方,0,1,0.00000000,0.00000163,-0.00000163
４．５％,0,1,0.00000000,0.00000163,-0.00000163
张开,0,1,0.00000000,0.00000163,-0.00000163
８·５７亿,0,1,0.00000000,0.00000163,-0.00000163
东耿村,0,1,0.00000000,0.00000163,-0.00000163
焦虑不安,0,1,0.00000000,0.00000163,-0.00000163
19980124-11-002-005,0,1,0.00000000,0.00000163,-0.00000163
一九八三年,0,1,0.00000000,0.00000163,-0.00000163
０．０４,0,1,0.00000000,0.00000163,-0.00000163
运筹帷幄,0,1,0.00000000,0.00000163,-0.00000163
19980105-02-004-001,0,1,0.00000000,0.00000163,-0.00000163
抢道,0,1,0.00000000,0.00000163,-0.00000163
德元,0,1,0.00000000,0.00000163,-0.00000163
文衡,0,1,0.00000000,0.00000163,-0.00000163
弼时,0,1,0.00000000,0.00000163,-0.00000163
水晶宫,0,1,0.00000000,0.00000163,-0.00000163
19980108-10-002-016,0,1,0.00000000,0.00000163,-0.00000163
滋补品,0,1,0.00000000,0.00000163,-0.00000163
19980104-01-001-032,0,1,0.00000000,0.00000163,-0.00000163
19980125-05-003-096,0,1,0.00000000,0.00000163,-0.00000163
文茶,0,1,0.00000000,0.00000163,-0.00000163
不可言传,0,1,0.00000000,0.00000163,-0.00000163
书浩,0,1,0.00000000,0.00000163,-0.00000163
大象者,0,1,0.00000000,0.00000163,-0.00000163
19980101-03-004-015,0,1,0.00000000,0.00000163,-0.00000163
炬甫,0,1,0.00000000,0.00000163,-0.00000163
石膏矿,0,1,0.00000000,0.00000163,-0.00000163
19980127-04-016-004,0,1,0.00000000,0.00000163,-0.00000163
３２．７％,0,1,0.00000000,0.00000163,-0.00000163
调查网,0,1,0.00000000,0.00000163,-0.00000163
19980106-02-001-113,0,1,0.00000000,0.00000163,-0.00000163
19980121-09-004-006,0,1,0.00000000,0.00000163,-0.00000163
３９７．８７亿,0,1,0.00000000,0.00000163,-0.00000163
19980127-11-001-008,0,1,0.00000000,0.00000163,-0.00000163
19980125-12-006-007,0,1,0.00000000,0.00000163,-0.00000163
19980114-02-003-001,0,1,0.00000000,0.00000163,-0.00000163
客位,0,1,0.00000000,0.00000163,-0.00000163
骨密度,0,1,0.00000000,0.00000163,-0.00000163
19980127-04-010-001,0,1,0.00000000,0.00000163,-0.00000163
19980119-02-012-037,0,1,0.00000000,0.00000163,-0.00000163
[广济,0,1,0.00000000,0.00000163,-0.00000163
19980125-12-004-017,0,1,0.00000000,0.00000163,-0.00000163
[步步高,0,1,0.00000000,0.00000163,-0.00000163
19980110-02-008-007,0,1,0.00000000,0.00000163,-0.00000163
半边山,0,1,0.00000000,0.00000163,-0.00000163
和弦,0,1,0.00000000,0.00000163,-0.00000163
19980113-12-003-022,0,1,0.00000000,0.00000163,-0.00000163
骑警,0,1,0.00000000,0.00000163,-0.00000163
19980119-06-013-004,0,1,0.00000000,0.00000163,-0.00000163
孱弱,0,1,0.00000000,0.00000163,-0.00000163
19980112-02-002-014,0,1,0.00000000,0.00000163,-0.00000163
始奎,0,1,0.00000000,0.00000163,-0.00000163
19980118-04-013-003,0,1,0.00000000,0.00000163,-0.00000163
19980118-01-004-001,0,1,0.00000000,0.00000163,-0.00000163
猎取,0,1,0.00000000,0.00000163,-0.00000163
19980120-09-001-004,0,1,0.00000000,0.00000163,-0.00000163
